id,views,likes,dislikes,comments
3TcgNBdLC2k,38336,2344,14,150
mVWJFNr6utY,21573,849,16,151
zKKrcwGOhic,4645,104,4,16
ySFOsUn7jWE,55235,5521,66,513
fwaw24-ljOE,5109,19,2,2
l-ILd_3x0JY,18054,97,14,2
F2KxHnD6KoA,4681,249,2,42
mPT7fBCZemU,4967,17,2,0
20CKMBMN5S0,4058,195,4,19
BaGD9WDoZGw,131738,703,98,458
XWYmNyx8naQ,94210,412,132,286
NeLcrUHItnE,130421,3033,1611,759
1c32oj71UYk,7826,156,8,20
XBK-2_6GQ5g,9799,41,2,13
CT5N2cnAvuw,22539,128,1,0
MeCkrwJR43s,206918,409,117,305
iQPnrJ_0CvY,5782,81,3,5
9TKP7EkjlWk,520169,1023,233,365
2Sv8_ZdDr1I,20083,619,3,20
cfohTLuZrWA,6416,14,3,0
27qeAEIXcZ0,14380,44,7,25
n88D2fe3_v4,57619,6246,27,1043
zUwaQsI-V6k,2132748,25305,1281,1084
dwTJvm2lQbs,839309,5507,498,352
oDxpgeFGhQ4,39310,182,21,53
ewo2xATYUQg,2624,41,0,5
2XGxPIU-vGw,3501,51,1,3
4t2lTRpOaVk,651911,3356,772,232
cene97fTKJQ,314216,19040,129,2145
BIrEFpTMOmo,75355,235,28,212
mDoDBUiChvc,8600,1293,12,0
XquN_IaUXN8,31495,407,148,324
VRMf3WVqhZs,207263,953,53,0
smI4U2ZHxEQ,122662,1066,117,304
UXa1bG5YFq0,57509,2278,33,201
d5p-tktUUG0,32034,0,0,154
vZ3it17b2mc,45738,411,167,180
RN1UNeiG94E,165752,777,178,0
Tycw_agwZII,8457,326,19,44
wBQ9k9O4REc,57551,687,22,546
c8asDylRpcY,72784,521,74,317
aIcqoRhTuM0,270442,959,479,294
AtKSBtTnpuA,5078,0,0,5
pCGrI1uol1A,105543,1840,58,194
nekQ_p22cX0,4346,96,13,0
